company_name,stock_name,filing_time,new_product,product_description
"Salesforce, Inc.",CRM,2025-03-05T16:16:48-05:00,Equity Award Agreement,Agreement for equity awards.
"Salesforce, Inc.",CRM,2024-03-06T16:32:48-05:00,Clawback Policy,Outlines the policy regarding the recovery of incentive-based compensation under certain circumstances.
"Salesforce, Inc.",CRM,2023-03-08T16:41:15-05:00,Prepackaged Software,Salesforce is in the business of providing prepackaged software.
"Salesforce, Inc.",CRM,2022-02-24T16:13:45-05:00,Data Cloud,A cloud-based platform for managing and analyzing customer data.
"Salesforce, Inc.",CRM,2020-03-05T16:29:57-05:00,Enhanced Cloud Services,Continued development and expansion of Salesforce's core cloud-based platform for customer relationship management and related business applications.
"Salesforce, Inc.",CRM,2019-03-08T08:04:49-05:00,Salesforce Software Updates & Enhancements,"Ongoing improvements, updates, and new features added to existing Salesforce software products and services throughout the fiscal year."
"CISCO SYSTEMS, INC.",CSCO,2024-09-05T16:41:20-04:00,Computer Communications Equipment,"Cisco designs, manufactures, and sells networking equipment based on computer communications."
"CISCO SYSTEMS, INC.",CSCO,2023-09-07T16:30:09-04:00,[Next Generation Networking Solutions],"[Advanced hardware and software for secure, high-performance networking, enabling digital transformation for businesses and service providers.]"
"CISCO SYSTEMS, INC.",CSCO,2022-09-08T16:47:54-04:00,Computer Communications Equipment,Not enough information to provide a description. The filing does not contain explicit details about specific new products.
"CISCO SYSTEMS, INC.",CSCO,2020-09-03T17:05:55-04:00,2005 Stock Incentive Plan,Cisco Systems Inc. 2005 Stock Incentive Plan (including related form agreements)
"CISCO SYSTEMS, INC.",CSCO,2019-09-05T17:17:18-04:00,N/A,N/A
"CISCO SYSTEMS, INC.",CSCO,2018-09-06T17:14:48-04:00,CISCO SYSTEMS INC. 2005 STOCK INCENTIVE PLAN,"Details the stock incentive plan, which might be seen as a new offering to employees."
"CISCO SYSTEMS, INC.",CSCO,2017-09-07T17:18:41-04:00,Computer Communications Equipment,Cisco's continued innovation and offerings in the field of computer networking and communications hardware.
"CISCO SYSTEMS, INC.",CSCO,2016-09-08T17:12:13-04:00,CISCO SYSTEMS INC. 2005 STOCK INCENTIVE PLAN,"Equity plan offered to attract and retain employees, aligning their interests with company success via stock-based awards."
"CISCO SYSTEMS, INC.",CSCO,2015-09-08T17:04:32-04:00,"CISCO SYSTEMS, INC. 2005 STOCK INCENTIVE PLAN",Stock incentive plan for employees (including related form agreements).
Philip Morris International Inc.,PM,2024-02-08T07:10:55-05:00,iQOS,"Reduced-risk heated tobacco product, aiming to provide cigarette alternatives"
Philip Morris International Inc.,PM,2020-02-07T06:47:13-05:00,N/A,N/A
Philip Morris International Inc.,PM,2017-02-14T08:22:52-05:00,Cigarettes,Philip Morris International Inc. SIC code is 2111 which denotes cigarettes. The company may have new products within this familiar category.
"Merck & Co., Inc.",MRK,2025-02-25T16:19:11-05:00,Executive Incentive Plan,Outlines the terms and conditions of the company's executive incentive plan.
"Merck & Co., Inc.",MRK,2024-04-11T16:05:38-04:00,Pharmaceutical Preparations,"Unspecified pharmaceutical products, based on the company's SIC code (2834) which focuses on pharmaceutical preparations."
"Merck & Co., Inc.",MRK,2024-02-26T16:06:55-05:00,U.S. Separation Benefits Plan,"A plan for separation benefits at Merck & Co., Inc. that was created in 2019"
"Merck & Co., Inc.",MRK,2023-02-24T16:22:30-05:00,Executive Compensation Plans,"Focus on incentivizing performance and retention through Non-Qualified Stock Options (NQSOs), Restricted Stock Units (RSUs), and Performance Stock Units (PSUs)."
"Merck & Co., Inc.",MRK,2022-02-25T16:44:28-05:00,2022 Annual NQSO (Non-Qualified Stock Option) Terms and Conditions,Terms and conditions related to non-qualified stock options granted in 2022.
"Merck & Co., Inc.",MRK,2021-02-25T16:34:56-05:00,2024 Notes and 2036 Notes,Description of these notes
"Merck & Co., Inc.",MRK,2020-02-26T16:36:07-05:00,Hypothetical - Novel Pharmaceutical,A new pharmaceutical preparation. (Hypothetical - based on SIC code).
"Merck & Co., Inc.",MRK,2019-02-27T16:36:42-05:00,U.S. Separation Benefits Plan,"Merck & Co., Inc. U.S. Separation Benefits Plan (AS OF 1/1/19)"
"Merck & Co., Inc.",MRK,2018-02-27T16:33:07-05:00,2018 Employee Stock Grant Program,New stock option and restricted stock unit grants under the 2010 Incentive Stock Plan (ISP) for employees in 2018.
"Merck & Co., Inc.",MRK,2017-02-28T16:33:13-05:00,U.S. Separation Benefits Plan,"A plan detailing separation benefits for U.S. employees, effective January 1, 2017."
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2022-02-22T16:07:29-05:00,iXBRL,"Interactive data related to the 10-K filing, formatted in iXBRL (inline Extensible Business Reporting Language)."
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2021-02-23T17:08:23-05:00,[Unable to determine],[Unable to determine]
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2019-02-26T16:27:59-05:00,N/A,N/A
INTERNATIONAL BUSINESS MACHINES CORP,IBM,2016-02-23T16:19:19-05:00,**IBM-20151231.xml**,"**Potentially structured financial reporting data in XML format, facilitating analysis and integration with other systems.**"
WELLS FARGO & COMPANY/MN,WFC,2025-02-25T16:36:31-05:00,*Unable to determine from the provided text.*,*Unable to determine from the provided text.*
WELLS FARGO & COMPANY/MN,WFC,2024-02-20T17:06:58-05:00,New banking/financial service,Annual financial report for shareholders/investors.
WELLS FARGO & COMPANY/MN,WFC,2023-02-21T17:13:29-05:00,Financial Performance Analysis,"Annual report outlining Wells Fargo's financial performance for the fiscal year ending December 31, 2022."
WELLS FARGO & COMPANY/MN,WFC,2021-02-23T16:58:04-05:00,Logo Refresh,New company logo (wflogo1.jpg) potentially indicating updated brand identity.
WELLS FARGO & COMPANY/MN,WFC,2020-02-26T21:51:08-05:00,N/A,N/A
WELLS FARGO & COMPANY/MN,WFC,2018-03-01T12:38:37-05:00,Market Risk Analysis,Analysis of market risk using various methods such as graphic representation of YoY market risk and daily value-at-risk metrics.
WELLS FARGO & COMPANY/MN,WFC,2017-03-01T13:42:47-05:00,**XBRL Taxonomy Extension**,**Enhanced data reporting and analysis capabilities through the use of XBRL for regulatory filings.**
ABBOTT LABORATORIES,ABT,2025-02-21T16:07:20-05:00,Abbott Laboratories Deferred Compensation Plan,Deferred compensation plan for employees. Information can be found in exhibit 10.2
ABBOTT LABORATORIES,ABT,2021-02-19T16:10:04-05:00,2020 Form 10-K Filing and Exhibits,"Abbott Laboratories' annual report filing with exhibits detailing financial performance, agreements, and related information for the year 2020."
ABBOTT LABORATORIES,ABT,2018-02-16T16:04:37-05:00,Pharmaceutical Preparations,Production and distribution of pharmaceutical products.
ABBOTT LABORATORIES,ABT,2017-02-17T16:17:24-05:00,Hypothetical - Novel Drug Delivery System,"A new method for targeted drug delivery, potentially improving efficacy and reducing side effects."
ABBOTT LABORATORIES,ABT,2016-02-19T15:48:41-05:00,Pharmaceutical Preparations,"Unclear, could be anything Abbott manufactures in the pharmaceutical space."
LINDE PLC,LIN,2025-02-26T10:17:43-05:00,2024 Linde PLC Annual Report (10-K),"Comprehensive overview of Linde PLC's financial performance, activities, and future outlook for the year ending December 31, 2024."
LINDE PLC,LIN,2024-02-28T09:56:28-05:00,Industrial Inorganic Chemicals,Linde PLC focuses on manufacturing and distributing industrial inorganic chemicals. The 10-K filing details the company's performance in this sector.
LINDE PLC,LIN,2022-02-28T14:42:30-05:00,Industrial Gases,"Linde PLC is in the business of industrial inorganic chemicals, so it produces and sells gases like oxygen, nitrogen, argon, hydrogen, and carbon dioxide."
LINDE PLC,LIN,2021-03-01T13:29:25-05:00,Undetermined (potentially related to content in GRAPHIC files),Unable to determine without examining associated graphic files.
LINDE PLC,LIN,2020-03-02T15:19:05-05:00,Industrial Gas Solutions,"Unspecified, but likely related to industrial inorganic chemicals, gases, or related technologies. Could involve new gas mixtures, delivery systems, or applications."
LINDE PLC,LIN,2019-03-18T12:53:02-04:00,Undetermined,Undetermined - Lacking specific details from the provided information.
MCDONALDS CORP,MCD,2025-02-25T13:19:01-05:00,Potentially a new or modified menu item (Inferred).,"Could be a limited-time offering burger, snack, or beverage."
MCDONALDS CORP,MCD,2023-02-24T12:34:36-05:00,New Food Menu Item,New offerings at McDonald's restaurants.
MCDONALDS CORP,MCD,2022-02-24T16:19:08-05:00,(Likely) Promotional Graphics,Graphics used for promotion and marketing purposes.
MCDONALDS CORP,MCD,2021-02-23T13:50:20-05:00,Not applicable,Not applicable
MCDONALDS CORP,MCD,2019-02-22T09:48:25-05:00,CFO Certification,Section 302 certification of CFO
MCDONALDS CORP,MCD,2018-02-23T12:45:01-05:00,Interactive Data,XBRL taxonomy extension schema and other documents related to financial data reporting.
MCDONALDS CORP,MCD,2017-03-01T12:16:56-05:00,McDonalds Deferred Compensation Plan,A deferred compensation plan for employees.
MCDONALDS CORP,MCD,2016-02-25T15:46:10-05:00,Unable to determine from provided text.,Unable to determine from provided text.
GENERAL ELECTRIC CO,GE,2025-02-03T06:31:16-05:00,GE Aerospace (potentially new branding or increased focus),Focus on aerospace sector with incentive plans and executive retirement benefits.
GENERAL ELECTRIC CO,GE,2024-02-02T06:31:30-05:00,Electrical Equipment Innovation,"GE continues to innovate within its core electrical equipment sector, developing and refining existing technologies for various applications."
GENERAL ELECTRIC CO,GE,2023-02-10T08:32:52-05:00,GE Aerospace Supplement,"This appears to be a supplementary document related to GE's Aerospace business, potentially detailing specific offerings or developments within that sector."
GENERAL ELECTRIC CO,GE,2021-02-12T10:24:28-05:00,Executive Retirement and Benefit Plans,"New retirement and benefit plans, or updates to existing plans, for General Electric executives (based on exhibits 10.K, 10.L, 10.N)."
GENERAL ELECTRIC CO,GE,2020-02-24T16:34:07-05:00,Unclear - possibly related to agreements or performance metrics.,"Lacking specific details, this is based on exhibit titles related to agreements, executive compensation, or financial performance."
GENERAL ELECTRIC CO,GE,2019-02-26T16:36:51-05:00,[Unable to determine],[Unable to determine]
GENERAL ELECTRIC CO,GE,2016-02-26T16:06:12-05:00,Electronic & Other Electrical Equipment,Manufacturing and innovation of equipment in the electrical and electronic industries.
PEPSICO INC,PEP,2025-02-03T18:22:47-05:00,PEPSICO AUTOMATIC RETIREMENT CONTRIBUTION EQUALIZATION PLAN,A plan to equalize automatic retirement contributions.
PEPSICO INC,PEP,2024-02-08T17:58:51-05:00,PepsiCo International Retirement Plan Defined Benefit Program,"PepsiCo's retirement plan for international employees, offering defined benefits."
PEPSICO INC,PEP,2023-02-08T18:06:37-05:00,PepsiCo International Retirement Plan,"Retirement plan for international employees, including defined benefit and contribution programs."
PEPSICO INC,PEP,2022-02-09T18:03:39-05:00,PepsiCo International Retirement Plan Defined Contribution Program,Update to the PepsiCo International Retirement Plan Defined Contribution Program
PEPSICO INC,PEP,2020-02-13T06:09:23-05:00,Assumed Beverage/Snack,Could be anything!
PEPSICO INC,PEP,2019-02-15T16:23:02-05:00,Beverages,"The document refers to the company's SIC code as 2080 Beverages, so it is highly likely that any new products would be related to beverages."
PEPSICO INC,PEP,2017-02-15T16:35:15-05:00,PepsiCo International Retirement Plans,Defined benefit and contribution programs for international employees.
Palantir Technologies Inc.,PLTR,2025-02-18T06:06:00-05:00,Software Platform Update (Hypothetical),"Updates and improvements to Palantir's core data analytics platforms, focusing on enhanced features and capabilities."
Palantir Technologies Inc.,PLTR,2024-02-20T06:15:02-05:00,2020 Equity Incentive Plan,"Information related to the company's 2020 Equity Incentive Plan, details of which are contained in the linked exhibits."
Palantir Technologies Inc.,PLTR,2023-02-21T16:35:44-05:00,N/A,N/A
Palantir Technologies Inc.,PLTR,2022-02-24T06:20:34-05:00,Palantir Technologies Inc. Business Operations,"Palantir Technologies Inc. operates from 1555 Blake Street, Suite 250, Denver, CO 80202. The phone number is 720-358-3679."
Accenture plc,ACN,2022-10-12T17:04:46-04:00,ACCENTURE PLC 2010 EMPLOYEE SHARE PURCHASE PLAN FINANCIAL STATEMENTS,Financial statements related to Accenture's employee share purchase plan.
Accenture plc,ACN,2020-10-22T16:28:48-04:00,Amended and Restated Accenture PLC 2010 Employee Share Purchase Plan Financials,Updates to the financial documents related to the employee share purchase plan.
Accenture plc,ACN,2018-10-24T17:05:52-04:00,Amended and Restated Accenture plc 2010 Employee Share Purchase Plan,Amended and restated employee share purchase plan.
Accenture plc,ACN,2016-10-28T17:05:52-04:00,Accenture Services,"Business Services, NEC"
Accenture plc,ACN,2015-10-30T13:09:18-04:00,Accenture LLP Leadership Separation Benefits Plan,A plan detailing separation benefits for Accenture LLP leadership.
THERMO FISHER SCIENTIFIC INC.,TMO,2025-02-20T13:33:52-05:00,[Advanced Measuring and Controlling Devices],"[Next-generation devices for industrial applications, enhancing precision and efficiency in measurement and control.]"
THERMO FISHER SCIENTIFIC INC.,TMO,2023-02-23T12:54:52-05:00,Measuring and Controlling Devices,"Could involve new innovations or improvements in measuring and controlling devices, or a new service offering related to those devices."
THERMO FISHER SCIENTIFIC INC.,TMO,2022-02-24T12:58:37-05:00,XBRL Taxonomy Extension,"Documentation relating to taxonomy extension schema, calculation, definition, label, and presentation."
THERMO FISHER SCIENTIFIC INC.,TMO,2021-02-24T17:36:20-05:00,Measuring and Controlling Devices,New and improved measuring and controlling devices.
THERMO FISHER SCIENTIFIC INC.,TMO,2020-02-26T15:33:51-05:00,*Potentially related to new Measuring and Controlling Devices*,*Incentive structure relating to Option and Share agreements for new product development*
THERMO FISHER SCIENTIFIC INC.,TMO,2019-02-27T16:15:13-05:00,Measuring or Controlling Device,Undetermined new device or service related to measuring or controlling.
THERMO FISHER SCIENTIFIC INC.,TMO,2018-02-28T09:19:05-05:00,N/A,N/A
THERMO FISHER SCIENTIFIC INC.,TMO,2017-02-28T15:22:18-05:00,Measuring & Controlling Devices,"SIC code 3829 is listed for Thermo Fisher, suggesting they are involved in the business of measuring and controlling devices."
THERMO FISHER SCIENTIFIC INC.,TMO,2016-02-25T14:24:54-05:00,Measuring & Controlling Devices,SIC description that suggests potential new product focus
AT&T INC.,T,2025-02-12T17:23:52-05:00,"AT&T Fiber Investment, LLC",Entity for investing in and expanding AT&T's fiber optic infrastructure and services.
AT&T INC.,T,2024-02-23T16:45:20-05:00,N/A,N/A
AT&T INC.,T,2023-02-13T16:11:56-05:00,AT&T INC. BOARD OF DIRECTORS COMMUNICATIONS CONCESSION PROGRAM,A communications concession program for AT&T's Board of Directors.
AT&T INC.,T,2021-02-25T16:19:43-05:00,AT&T 5G Expansion,Continued expansion and improvement of AT&T's 5G network infrastructure and services.
AT&T INC.,T,2020-02-19T21:42:50-05:00,Telephone Communications,AT&T INC. provides telephone communication services.
AT&T INC.,T,2019-02-20T17:21:51-05:00,[N/A or Unknown],[N/A or Unknown]
AT&T INC.,T,2018-02-20T16:15:55-05:00,AT&T Health Plan,AT&T Health Plan as part of the 2017 Form 10-K filing.
AT&T INC.,T,2017-02-17T17:30:12-05:00,AT&T 2016 Annual Report,Overview of AT&T's performance and activities during 2016.
AT&T INC.,T,2016-02-18T16:33:12-05:00,AT&T 5G Expansion,Expansion of AT&T's 5G network coverage and service offerings.
MORGAN STANLEY,MS,2023-02-24T16:05:43-05:00,Security Brokerage and Flotation Services,"Brokerage, dealing, and flotation services for various securities."
MORGAN STANLEY,MS,2022-02-24T16:06:17-05:00,XBRL Taxonomy Extension,"Updates to the XBRL taxonomy for financial reporting, including schema, calculation, definition, label, and presentation linkbase documents."
MORGAN STANLEY,MS,2020-02-27T16:34:27-05:00,Risk Management,Charts and data related to risk management strategies and performance.
MORGAN STANLEY,MS,2018-02-27T16:09:47-05:00,XBRL Taxonomy Extension,"Taxonomy extension files (schema, calculation, definition, label, presentation) used for financial reporting in XBRL format."
MORGAN STANLEY,MS,2017-02-27T17:05:04-05:00,"*Potentially a new financial instrument or service related to security brokerage, dealing, or flotation.*","*Could be related to the company's core business of financial services but with updated features, or a new investment strategy.*"
AMERICAN EXPRESS CO,AXP,2025-02-07T14:10:04-05:00,Undetermined,No specific new product announcement could be extracted from the provided 8-K filing text.
AMERICAN EXPRESS CO,AXP,2023-02-10T15:21:14-05:00,Undetermined,No specific new product announcement is found in the provided filing excerpt. This is an annual report.
AMERICAN EXPRESS CO,AXP,2022-02-11T15:42:21-05:00,Undisclosed financial services/product updates.,"The 10K filing does not describe any new products from American Express. Therefore, no specific product is announced."
AMERICAN EXPRESS CO,AXP,2018-02-16T16:54:58-05:00,Financial Services (General),"Annual financial report encompassing various financial services provided by American Express, as detailed in the 10-K filing."
AMERICAN EXPRESS CO,AXP,2017-02-17T11:45:00-05:00,2016 Incentive Compensation Plan,Incentive compensation plan performance and portfolio grants for executives.
AMERICAN EXPRESS CO,AXP,2016-02-19T14:36:25-05:00,Stock Option and Restricted Stock Unit Award Agreements,Agreements related to stock options and restricted stock units for executive officers.
VERIZON COMMUNICATIONS INC,VZ,2025-02-12T10:19:07-05:00,Could be interpreted as services within Telephone Communications,"Verizon operates within the Telephone Communications sector (SIC code 4813), focusing on delivering communication services."
VERIZON COMMUNICATIONS INC,VZ,2024-02-09T10:51:34-05:00,Verizon's Telecommunications Services,"Annual report regarding the state of Verizon's telecommunications services. Includes data, graphic, and relevant business information."
VERIZON COMMUNICATIONS INC,VZ,2023-02-10T11:54:36-05:00,[New Telephone Communication Service],"[This could include enhanced network capabilities (e.g., 5G expansion), new calling plans, or bundled communication solutions for businesses or consumers.]"
VERIZON COMMUNICATIONS INC,VZ,2019-02-15T13:42:40-05:00,Telephone Communications Services,"Telecommunications services including voice and data transmission, broadband, and wireless communication services."
VERIZON COMMUNICATIONS INC,VZ,2018-02-23T13:15:54-05:00,Potentially a new telephone communication service or feature,Unable to provide description based on available context. More information might be found in EXHIBIT 13.
Walt Disney Co,DIS,2024-11-14T06:46:46-05:00,The Walt Disney Company Clawback Policy,Policy regarding the recovery of incentive-based compensation under certain circumstances.
Walt Disney Co,DIS,2024-01-24T17:00:30-05:00,Undisclosed Disney Offering,"Based on the graphic files, it could be related to new entertainment content, theme park features, or consumer products, all unconfirmed."
Walt Disney Co,DIS,2023-11-21T17:04:04-05:00,Disney+ Content Expansion,"Potential new shows, movies, and content offerings on Disney's streaming platform, Disney+. (Implied from overall company strategy)"
Walt Disney Co,DIS,2023-01-24T16:15:45-05:00,**Amusement and Recreation Services**,"This filing relates to Walt Disney Co's annual report, encompassing various amusement and recreation services, as indicated by the SIC code 7990."
Walt Disney Co,DIS,2022-11-29T17:03:15-05:00,Subsidiaries of The Walt Disney Company,List of the company's subsidiary entities as of the report date. This may indirectly point to areas of focus or new ventures.
Walt Disney Co,DIS,2021-11-24T16:34:25-05:00,[New Entertainment Experiences],"[Could include new theme park attractions, streaming content (shows/movies), or interactive experiences within Disney's ecosystem.]"
Blackstone Inc.,BX,2025-02-28T16:06:07-05:00,XBRL Taxonomy Extension,Extension schema for financial reporting to meet regulatory requirements.
Blackstone Inc.,BX,2024-02-23T16:03:15-05:00,Investment Advice,Blackstone Inc. provides investment advice as indicated by SIC code 6282. It could include new strategies or funds.
Blackstone Inc.,BX,2020-02-28T17:00:08-05:00,Investment Advice,Blackstone Group Inc is in the Investment Advice industry as defined by SIC code 6282.
Blackstone Inc.,BX,2019-03-01T16:21:20-05:00,Investment Advice,"Providing investment advice, as indicated by the SIC code 6282 for Blackstone Group L.P."
Blackstone Inc.,BX,2018-03-01T16:03:33-05:00,Investment Advice,Blackstone provides investment advice as part of its services.
RTX Corp,RTX,2025-02-03T17:21:23-05:00,Aircraft Engines & Engine Parts,RTX Corp is in the business of Aircraft Engines & Engine Parts
RTX Corp,RTX,2023-02-06T17:32:52-05:00,Aircraft Engine/Parts Technology,"Unspecified advancements or developments in aircraft engine or related parts technology, as reported within the broader scope of the annual report."
RTX Corp,RTX,2021-02-08T17:07:52-05:00,[Advanced Aircraft Engine Technology],[Likely pertains to improvements or new developments in aircraft engine components or systems based on EX-31 file names.]
RTX Corp,RTX,2020-02-06T06:55:54-05:00,Aircraft Engines or Engine Parts,"Undetermined, but likely related to aircraft propulsion systems or components."
RTX Corp,RTX,2019-04-05T17:16:44-04:00,Aircraft Engine Part,"Filing corresponds to RTX Corp's annual report amendment for Aircraft Engines & Engine Parts, though no specific new product is explicitly detailed."
RTX Corp,RTX,2018-02-08T19:27:18-05:00,UTCS 2017 Annual Report,An annual report to shareowners that *may* contain information about new products and services from United Technologies Corp (UTCS) during the year.
RTX Corp,RTX,2017-02-09T06:31:46-05:00,UTCS 2016 Annual Report to Shareowners,"Annual report providing information on the company's performance for the year ended December 31, 2016."
INTUITIVE SURGICAL INC,ISRG,2025-01-31T17:20:49-05:00,da Vinci Surgical System (Implied),"This 10-K filing by Intuitive Surgical, a company specializing in robotic-assisted surgical systems, suggests continued development and market presence of their da Vinci system."
INTUITIVE SURGICAL INC,ISRG,2023-02-10T17:11:19-05:00,FY23 PSU Agreement,Agreement regarding performance stock units for fiscal year 2023.
INTUITIVE SURGICAL INC,ISRG,2022-02-03T16:59:03-05:00,Surgical Appliances & Supplies,"Annual report for a company that specializes in orthopedic, prosthetic & surgical appliances & supplies."
INTUITIVE SURGICAL INC,ISRG,2021-02-09T21:47:57-05:00,Next generation da Vinci Surgical System (Speculative),"Improved robotic surgical platform, possibly with enhanced precision and capabilities. (Speculative)"
INTUITIVE SURGICAL INC,ISRG,2020-02-07T17:18:28-05:00,da Vinci X Surgical System,"A next-generation robotic surgical system offering advanced visualization, precision, and enhanced surgical capabilities."
INTUITIVE SURGICAL INC,ISRG,2019-02-04T17:27:54-05:00,Surgical Appliances & Supplies,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
INTUITIVE SURGICAL INC,ISRG,2017-02-03T18:05:19-05:00,"Orthopedic, Prosthetic & Surgical Appliances & Supplies","Broad category of products Intuitive Surgical is involved with, filed under SIC code 3842."
INTUITIVE SURGICAL INC,ISRG,2016-02-02T17:22:41-05:00,da Vinci Xi Surgical System Enhancement,"Update to the da Vinci Xi, offering improved precision and new instrument compatibility for complex surgical procedures."
"ServiceNow, Inc.",NOW,2025-01-29T21:49:31-05:00,*Hypothetically* Enhanced ServiceNow Platform,*Hypothetically* New features and capabilities added to the core ServiceNow platform for improved workflow automation and digital transformation.
"ServiceNow, Inc.",NOW,2024-01-25T16:59:25-05:00,Unable to determine from text.,Unable to determine from text.
"ServiceNow, Inc.",NOW,2021-02-11T19:17:55-05:00,"now-20201231_g1.jpg, now-20201231_g2.jpg, now-20201231_g3.gif",GRAPHIC (This would need further document inspection to determine what the graphics are and if they relate to a product).
"ServiceNow, Inc.",NOW,2020-02-20T07:38:20-05:00,XBRL Taxonomy Extension,"Documents related to XBRL (Extensible Business Reporting Language) taxonomy, including schema, calculation, definition, label, and presentation linkbases."
"ServiceNow, Inc.",NOW,2018-02-28T17:25:56-05:00,*Potentially related to Prepackaged Software*,"*As ServiceNow is in the prepackaged software business, updates to their software packages are likely discussed within the full 10-K document.*"
"ServiceNow, Inc.",NOW,2017-02-28T16:57:49-05:00,Prepackaged Software,"ServiceNow, Inc. is in the business of providing services related to prepackaged software."
QUALCOMM INC/DE,QCOM,2023-11-01T16:10:50-04:00,Radio & TV Broadcasting & Communications Equipment,"Equipment related to radio, television broadcasting, and communications."
QUALCOMM INC/DE,QCOM,2022-11-02T16:04:10-04:00,5G Radio & TV Broadcasting & Communications Equipment,New iteration of 5G communications equipment for radio and television broadcasting.
QUALCOMM INC/DE,QCOM,2021-11-03T16:06:41-04:00,Radio & TV Broadcasting & Communications Equipment,Qualcomm develops and sells wireless telecommunications products and services.
QUALCOMM INC/DE,QCOM,2020-11-04T17:19:44-05:00,N/A,N/A
QUALCOMM INC/DE,QCOM,2019-11-06T16:08:43-05:00,Snapdragon Processors (Based on general knowledge of Qualcomm's business),Mobile processors for smartphones and other devices.
QUALCOMM INC/DE,QCOM,2018-11-07T16:15:48-05:00,Strategic Company Initiatives (Unspecified),Focus on executive performance linked to strategic goals which *may* include new product development or market expansion.
QUALCOMM INC/DE,QCOM,2017-11-01T16:10:14-04:00,[Unable to determine from provided text],[Unable to determine from provided text]
QUALCOMM INC/DE,QCOM,2016-11-02T16:11:53-04:00,Radio & Tv Broadcasting & Communications Equipment,Qualcomm is in the business of Radio & TV Broadcasting & Communications Equipment.
QUALCOMM INC/DE,QCOM,2015-11-04T16:26:47-05:00,Radio & TV Broadcasting & Communications Equipment,Equipment related to radio and television broadcasting and communications.
GOLDMAN SACHS GROUP INC,GS,2025-02-27T08:50:25-05:00,XBRL Taxonomy Extension,This is the data definition file for how Goldman Sachs reports their financial information.
GOLDMAN SACHS GROUP INC,GS,2024-02-22T20:39:25-05:00,New or modified employee compensation and benefits plans,"Exhibits 10.31 through 10.47 detail various forms of non-employee director compensation, year-end restricted stock units (RSUs), fixed allowances, and performance-related compensation."
GOLDMAN SACHS GROUP INC,GS,2023-02-23T19:58:16-05:00,Form of Non-Employee Director Restricted Stock Unit Agreement,A new form of agreement for non-employee directors to receive restricted stock units.
GOLDMAN SACHS GROUP INC,GS,2022-02-24T21:09:11-05:00,Potentially new financial instruments or strategies,"The filing contains exhibits related to various agreements and financial reporting data, possibly indicating new or updated financial instruments/strategies used by Goldman Sachs."
GOLDMAN SACHS GROUP INC,GS,2021-02-19T21:16:45-05:00,**Not applicable**,"**Filing does not contain new product announcements, as it is an annual report.**"
GOLDMAN SACHS GROUP INC,GS,2019-02-25T19:51:24-05:00,XBRL Taxonomy Extension,"Extension of XBRL taxonomy for financial reporting, encompassing schema, calculation, definition, label, and presentation linkbases."
AMGEN INC,AMGN,2025-02-14T16:18:41-05:00,N/A,N/A
AMGEN INC,AMGN,2024-02-14T16:23:32-05:00,Collaboration with Celltech R&D Limited,"Collaboration and license agreement with Celltech R&D Limited, potentially related to a new product or technology."
AMGEN INC,AMGN,2023-02-09T16:26:31-05:00,AMENDMENT NO. 1 TO THE CREDIT AGREEMENT,Amendment to existing credit agreement (EX-10.16 1)
AMGEN INC,AMGN,2022-02-16T16:39:53-05:00,Product of the AstraZeneca Collaboration,Could potentially relate to a product being developed or modified under the AstraZeneca collaboration agreement.
AMGEN INC,AMGN,2021-02-08T19:24:56-05:00,"[Unclear, potentially related to AMGEN/ASTRAZENECA collaboration]","[Potentially related to an existing or in-development product resulting from the AMGEN/ASTRAZENECA collaboration, subject to Amendment No. 7.]"
AMGEN INC,AMGN,2020-02-13T13:51:00-05:00,Biological Products,"Amgen Inc. specializes in biological products, potentially including new formulations or advancements in existing therapies."
AMGEN INC,AMGN,2020-02-12T17:15:19-05:00,Treatment of Certain Product Inventory,Letter Agreement regarding treatment of product inventory with Celgene.
AMGEN INC,AMGN,2018-02-13T16:48:04-05:00,"[Potential - Based on file names, which could be completely unrelated to a product] Performance Award Program","[Potential - Based on file names, which could be completely unrelated to a product] Based on exhibit name, could be related to employee performance, not a directly sold product."
AMGEN INC,AMGN,2017-02-14T16:21:05-05:00,Amendment NO. 2 to Collaboration and License Agreement,Amendment to a pre-existing agreement.
PROGRESSIVE CORP/OH/,PGR,2024-02-26T10:46:54-05:00,Insurance Policies,"Fire, Marine & Casualty Insurance (based on SIC code 6331)."
PROGRESSIVE CORP/OH/,PGR,2021-03-01T10:23:49-05:00,Insurance Policies (General),Annual Report Filing - Standard Policies and Underwriting.
PROGRESSIVE CORP/OH/,PGR,2019-02-27T08:23:22-05:00,"Unknown. Possibly related to ""personalautographa01.jpg""",Unable to determine a product description from the provided text.
PROGRESSIVE CORP/OH/,PGR,2018-02-27T16:46:52-05:00,Insurance Policy Updates/Enhancements,"Unclear, but potentially new features or modifications to existing insurance products (auto, home, etc.) to better serve customer needs."
PROGRESSIVE CORP/OH/,PGR,2017-03-01T11:59:52-05:00,Annual Report,Annual financial and operational overview of Progressive Corp for the year 2016.
ADOBE INC.,ADBE,2025-01-13T16:02:17-05:00,Prepackaged Software,Adobe provides prepackaged software (based on SIC code).
